row,country,currency, order_value_EUR , gross_profit , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
720,France,EUR,"  80,294.56 ","  14,999.02 ","  65,295.54 ",12/27/2020,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,PC,47-9858688
575,France,EUR,"  57,292.84 ","  11,384.09 ","  45,908.75 ",12/27/2020,Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,18-5234470
744,Sweden,EUR,"  131,402.37 ","  25,019.01 ","  106,383.36 ",12/27/2020,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,80-8019337
966,Spain,EUR,"  127,143.54 ","  22,110.26 ","  105,033.28 ",12/27/2020,Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,PC,58-2235320
118,France,EUR,"  68,773.03 ","  9,690.12 ","  59,082.91 ",12/27/2020,Games,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,26-5649751
892,France,EUR,"  94,925.00 ","  17,352.29 ","  77,572.71 ",12/27/2020,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342
373,Portugal,EUR,"  120,152.33 ","  22,624.68 ","  97,527.65 ",12/27/2020,Outdoors,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,PC,55-1904761
942,Sweden,EUR,"  64,842.92 ","  8,403.64 ","  56,439.28 ",12/27/2020,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536
577,UK,GBP,"  53,801.73 ","  7,015.75 ","  46,785.98 ",12/27/2020,Games,Johns and Sons,Jessamine Apark,Jay Morefield,PC,16-6855831
415,Portugal,EUR,"  162,637.68 ","  32,234.79 ","  130,402.89 ",12/27/2020,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,56-0800364
563,France,EUR,"  116,328.75 ","  22,963.30 ","  93,365.45 ",12/27/2020,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Crysta Halls,PC,02-6830973
2,Finland,EUR,"  116,563.40 ","  23,755.62 ","  92,807.78 ",12/27/2020,Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,Mobile,28-6585323
150,UK,GBP,"  126,979.62 ","  21,865.89 ","  105,113.73 ",12/27/2020,Electronics,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,15-5051694
474,France,EUR,"  67,594.10 ","  12,673.89 ","  54,920.21 ",12/27/2020,Other,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,PC,70-1769929
653,UK,GBP,"  66,613.31 ","  11,151.07 ","  55,462.24 ",12/27/2020,Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,38-8230515
666,France,EUR,"  173,456.40 ","  23,590.07 ","  149,866.33 ",12/27/2020,Books,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218
877,UK,GBP,"  124,537.47 ","  18,655.71 ","  105,881.76 ",12/27/2020,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,63-0694419
882,Italy,EUR,"  127,075.41 ","  16,151.28 ","  110,924.13 ",12/27/2020,Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,PC,57-6602854
521,France,EUR,"  173,829.96 ","  24,005.92 ","  149,824.04 ",12/27/2020,Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,55-2128150
416,Portugal,EUR,"  40,728.28 ","  5,058.45 ","  35,669.83 ",12/27/2020,Beauty,Romaguera-Haley,Celine Tumasian,Hortense Gerring,Mobile,42-7027181
797,France,EUR,"  51,504.50 ","  6,911.90 ","  44,592.60 ",12/27/2020,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,17-3240628
325,Portugal,EUR,"  50,796.04 ","  6,705.08 ","  44,090.96 ",12/27/2020,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC,05-2359767
430,Sweden,EUR,"  67,161.99 ","  11,397.39 ","  55,764.60 ",12/27/2020,Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,PC,22-7587128
781,Spain,EUR,"  58,933.16 ","  7,077.87 ","  51,855.29 ",12/27/2020,Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354
786,Portugal,EUR,"  106,325.72 ","  13,620.32 ","  92,705.40 ",12/27/2020,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094
812,Portugal,EUR,"  121,928.48 ","  23,520.00 ","  98,408.48 ",12/27/2020,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009
455,Portugal,EUR,"  141,965.11 ","  22,771.20 ","  119,193.91 ",12/27/2020,Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,PC,56-2408571
724,France,EUR,"  27,400.69 ","  4,567.70 ","  22,832.99 ",12/27/2020,Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,19-8109416
835,France,EUR,"  174,951.18 ","  32,261.00 ","  142,690.18 ",12/27/2020,Clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652
596,UK,GBP,"  141,552.40 ","  18,557.52 ","  122,994.88 ",12/27/2020,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,PC,59-0893568
978,Sweden,EUR,"  94,115.99 ","  18,446.73 ","  75,669.26 ",12/27/2020,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,PC,93-2085046
85,France,EUR,"  85,220.83 ","  11,453.68 ","  73,767.15 ",12/26/2020,Beauty,"Shanahan, Schaden and Parker",Othello Bowes,Crysta Halls,Tablet,11-8965256
206,France,EUR,"  85,223.07 ","  12,220.99 ","  73,002.08 ",12/26/2020,Beauty,"Hamill, Kulas and Roob",Othello Bowes,Maighdiln Upcraft,PC,58-7865136
264,Sweden,EUR,"  112,228.82 ","  14,758.09 ","  97,470.73 ",12/26/2020,Outdoors,Gislason-Stanton,Maxie Marrow,Madelon Bront,PC,75-9585763
97,Germany,EUR,"  153,011.39 ","  21,467.50 ","  131,543.89 ",12/26/2020,Appliances,Johns and Sons,Rickard Doogood,Casie MacBain,PC,99-0564964
375,France,EUR,"  128,804.51 ","  23,094.65 ","  105,709.86 ",12/26/2020,Appliances,Connelly-Mohr,Othello Bowes,Amelina Piscopiello,Tablet,20-3125420
78,Portugal,EUR,"  161,544.06 ","  28,964.85 ","  132,579.21 ",12/26/2020,Clothing,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,00-2549549
418,Sweden,EUR,"  57,913.36 ","  9,219.81 ","  48,693.55 ",12/26/2020,Games,"Murray, Reichel and Nolan",Maxie Marrow,Alyosha Meah,PC,90-2797129
492,Sweden,EUR,"  58,010.14 ","  11,921.08 ","  46,089.06 ",12/26/2020,Appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,PC,84-9167618
259,Finland,EUR,"  72,385.53 ","  12,204.20 ","  60,181.33 ",12/26/2020,Clothing,Johns and Sons,Hube Corey,Wat Bowkley,PC,66-8222460
285,Portugal,EUR,"  59,670.68 ","  8,401.63 ","  51,269.05 ",12/26/2020,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Aurelie Wren,PC,32-2110689
466,Portugal,EUR,"  148,212.23 ","  25,181.26 ","  123,030.97 ",12/26/2020,Clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,PC,92-7917751
344,Sweden,EUR,"  44,029.07 ","  5,684.15 ","  38,344.92 ",12/26/2020,Other,McGlynn-Bergstrom,Maxie Marrow,Alyosha Meah,PC,87-9980890
458,France,EUR,"  91,540.03 ","  16,623.67 ","  74,916.36 ",12/26/2020,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,PC,38-6130023
606,France,EUR,"  127,946.33 ","  16,095.65 ","  111,850.68 ",12/26/2020,Beauty,"Hamill, Kulas and Roob",Othello Bowes,Crysta Halls,PC,32-3418936
211,Finland,EUR,"  25,816.05 ","  4,368.08 ","  21,447.97 ",12/26/2020,Clothing,Smith Group,Hube Corey,Mellicent Mattys,Mobile,95-7886861
261,Sweden,EUR,"  81,262.34 ","  15,935.54 ","  65,326.80 ",12/26/2020,Books,Johns and Sons,Maxie Marrow,Anita Woakes,Mobile,75-9517276
393,Finland,EUR,"  27,824.83 ","  4,307.28 ","  23,517.55 ",12/26/2020,Games,McClure Inc,Hube Corey,Wat Bowkley,PC,61-4610981
640,Sweden,EUR,"  118,030.70 ","  20,726.19 ","  97,304.51 ",12/26/2020,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,80-1021367
352,UK,GBP,"  165,631.75 ","  26,517.64 ","  139,114.11 ",12/26/2020,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC,07-7047482
850,Sweden,EUR,"  115,339.49 ","  14,648.12 ","  100,691.37 ",12/26/2020,Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559
923,France,EUR,"  176,190.16 ","  33,916.61 ","  142,273.55 ",12/26/2020,Appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,03-3461826
798,France,EUR,"  38,750.53 ","  7,451.73 ","  31,298.80 ",12/26/2020,Outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,22-5929243
365,Ireland,EUR,"  157,007.52 ","  30,066.94 ","  126,940.58 ",12/26/2020,Beauty,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,72-3928347
439,Sweden,EUR,"  36,785.28 ","  6,238.78 ","  30,546.50 ",12/26/2020,Appliances,Johns and Sons,Maxie Marrow,Anita Woakes,PC,91-6738094
45,Netherlands,EUR,"  62,708.60 ","  11,293.82 ","  51,414.78 ",12/26/2020,Smartphones,"Hamill, Kulas and Roob",Denice Amberg,Nero Harbisher,PC,11-5260310
224,Luxembourg,EUR,"  136,079.62 ","  16,901.09 ","  119,178.53 ",12/26/2020,Games,West-Cummings,Ilsa Kob,Jocelyn Laurentino,PC,37-6597365
128,Portugal,EUR,"  162,246.76 ","  19,583.18 ","  142,663.58 ",12/26/2020,Games,Hessel-Stiedemann,Celine Tumasian,Corene Shirer,PC,44-5200140
332,France,EUR,"  72,314.73 ","  15,005.31 ","  57,309.42 ",12/26/2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,70-5394452
893,France,EUR,"  105,464.41 ","  20,702.66 ","  84,761.75 ",12/26/2020,Books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,30-4045249
100,UK,GBP,"  90,559.16 ","  15,241.11 ","  75,318.05 ",12/26/2020,Outdoors,"Dickinson, Hyatt and Berge",Jessamine Apark,Genevra Charrisson,PC,74-6920956
800,Sweden,EUR,"  46,849.71 ","  7,219.54 ","  39,630.17 ",12/26/2020,Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,71-1921602
205,France,EUR,"  53,089.52 ","  8,276.66 ","  44,812.86 ",12/26/2020,Beauty,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC,32-2114915
815,France,EUR,"  95,966.17 ","  19,989.75 ","  75,976.42 ",12/26/2020,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,PC,90-4449856
746,Portugal,EUR,"  139,200.81 ","  19,028.75 ","  120,172.06 ",12/26/2020,Games,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,19-3893110
423,Sweden,EUR,"  102,299.92 ","  20,592.97 ","  81,706.95 ",12/26/2020,Beauty,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,PC,73-9246627
782,Portugal,EUR,"  168,773.60 ","  31,375.01 ","  137,398.59 ",12/26/2020,Games,Tillman and Sons,Celine Tumasian,Corene Shirer,PC,28-0622425
383,France,EUR,"  119,156.18 ","  18,445.38 ","  100,710.80 ",12/26/2020,Beauty,Johns and Sons,Othello Bowes,Ora Grennan,PC,19-5610175
177,France,EUR,"  171,458.64 ","  22,581.10 ","  148,877.54 ",12/26/2020,Books,McGlynn-Bergstrom,Othello Bowes,Crysta Halls,PC,74-6473826
696,Sweden,EUR,"  71,049.09 ","  12,206.23 ","  58,842.86 ",12/26/2020,Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,PC,99-3994854
334,Portugal,EUR,"  119,937.47 ","  21,216.94 ","  98,720.53 ",12/26/2020,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Aurelie Wren,PC,56-8476539
610,Spain,EUR,"  77,855.47 ","  14,309.84 ","  63,545.63 ",12/26/2020,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,PC,77-3226391
726,Portugal,EUR,"  135,211.42 ","  26,677.21 ","  108,534.21 ",12/26/2020,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,78-5541691
947,Portugal,EUR,"  56,763.04 ","  9,099.12 ","  47,663.92 ",12/26/2020,Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481
488,Netherlands,EUR,"  138,249.77 ","  17,972.47 ","  120,277.30 ",12/26/2020,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,79-1331359
650,Finland,EUR,"  178,189.57 ","  24,768.35 ","  153,421.22 ",12/26/2020,Games,Johns and Sons,Hube Corey,Mellicent Mattys,PC,37-7100862
716,Finland,EUR,"  100,978.49 ","  14,409.63 ","  86,568.86 ",12/26/2020,Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC,00-8086430
741,Portugal,EUR,"  157,754.36 ","  25,587.76 ","  132,166.60 ",12/26/2020,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070
777,Portugal,EUR,"  97,439.36 ","  17,665.76 ","  79,773.60 ",12/26/2020,Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,PC,54-2767741
15,UK,GBP,"  149,486.27 ","  30,824.07 ","  118,662.20 ",12/26/2020,Beauty,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,02-3972649
730,Netherlands,EUR,"  28,787.17 ","  4,177.02 ","  24,610.15 ",12/26/2020,Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC,13-4700827
701,Finland,EUR,"  130,251.55 ","  24,865.02 ","  105,386.53 ",12/26/2020,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,PC,26-1201622
168,Portugal,EUR,"  108,412.76 ","  19,817.85 ","  88,594.91 ",12/26/2020,Smartphones,Romaguera-Haley,Celine Tumasian,Corene Shirer,Mobile,52-7280101
93,Sweden,EUR,"  167,123.72 ","  34,176.80 ","  132,946.92 ",12/26/2020,Smartphones,Hegmann Group,Maxie Marrow,Alyosha Meah,PC,58-8969119
737,Portugal,EUR,"  77,522.57 ","  13,295.12 ","  64,227.45 ",12/26/2020,Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171
710,Portugal,EUR,"  251,003.51 ","  36,897.52 ","  214,105.99 ",12/26/2020,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,PC,50-2002828
840,Finland,EUR,"  145,809.65 ","  22,673.40 ","  123,136.25 ",12/26/2020,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,PC,96-5231814
284,Portugal,EUR,"  47,186.74 ","  9,074.01 ","  38,112.73 ",12/26/2020,Electronics,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Aurelie Wren,PC,34-8903845
324,Portugal,EUR,"  181,882.43 ","  32,047.68 ","  149,834.75 ",12/26/2020,Books,McClure Inc,Celine Tumasian,Corene Shirer,PC,33-2816759
971,Luxembourg,EUR,"  256,603.66 ","  46,804.51 ","  209,799.15 ",12/25/2020,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047
994,UK,GBP,"  146,076.81 ","  22,846.41 ","  123,230.40 ",12/25/2020,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,94-0623186
231,Italy,EUR,"  142,353.07 ","  26,306.85 ","  116,046.22 ",12/25/2020,Books,Dibbert Inc,Piggy Roscrigg,Joshua Prevost,PC,93-9941140
527,Portugal,EUR,"  216,863.04 ","  41,507.59 ","  175,355.45 ",12/25/2020,Beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,Tablet,72-7973717
879,France,EUR,"  109,697.86 ","  19,844.34 ","  89,853.52 ",12/25/2020,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,PC,04-8899739
193,Portugal,EUR,"  211,872.69 ","  33,942.00 ","  177,930.69 ",12/25/2020,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,36-2012010
367,Portugal,EUR,"  123,891.60 ","  19,773.10 ","  104,118.50 ",12/25/2020,Games,Hegmann Group,Celine Tumasian,Smitty Culverhouse,PC,25-1045028
277,France,EUR,"  80,431.34 ","  10,657.15 ","  69,774.19 ",12/25/2020,Beauty,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,32-5562588
702,France,EUR,"  156,110.40 ","  23,525.84 ","  132,584.56 ",12/25/2020,Beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,18-3315246
14,UK,GBP,"  164,971.70 ","  32,284.96 ","  132,686.74 ",12/25/2020,Accessories,Wisoky Inc,Jessamine Apark,Winny Agnolo,PC,32-3534634
848,Netherlands,EUR,"  43,008.69 ","  8,550.13 ","  34,458.56 ",12/25/2020,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,PC,99-9093075
396,Ireland,EUR,"  226,021.18 ","  45,565.87 ","  180,455.31 ",12/25/2020,Accessories,"Schowalter, Lesch and Beahan",Glenine Suttaby,Palm Wetherald,PC,44-6718687
452,France,EUR,"  177,802.70 ","  22,723.19 ","  155,079.51 ",12/25/2020,Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,56-2537757
564,Germany,EUR,"  230,765.62 ","  35,330.22 ","  195,435.40 ",12/25/2020,Beauty,Johns and Sons,Rickard Doogood,Casie MacBain,PC,70-0112393
58,France,EUR,"  115,689.22 ","  17,561.62 ","  98,127.60 ",12/25/2020,Clothing,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,99-8643527
121,Sweden,EUR,"  144,072.90 ","  20,343.09 ","  123,729.81 ",12/25/2020,Beauty,"Fisher, Morar and Skiles",Maxie Marrow,Anita Woakes,PC,85-3431441
250,Sweden,EUR,"  117,733.51 ","  20,438.54 ","  97,294.97 ",12/25/2020,Electronics,Connelly-Mohr,Maxie Marrow,Tarrah Castelletti,PC,45-5509135
312,Portugal,EUR,"  165,305.70 ","  30,548.49 ","  134,757.21 ",12/25/2020,Games,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Aurelie Wren,PC,55-2137809
3,Portugal,EUR,"  296,465.56 ","  38,985.22 ","  257,480.34 ",12/25/2020,Clothing,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,PC,58-7703341
508,Finland,EUR,"  222,379.49 ","  29,509.76 ","  192,869.73 ",12/25/2020,Beauty,Labadie and Sons,Hube Corey,Mellicent Mattys,Mobile,51-3543971
902,Finland,EUR,"  194,531.02 ","  35,560.27 ","  158,970.75 ",12/25/2020,Clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376
30,Luxembourg,EUR,"  108,920.56 ","  14,649.82 ","  94,270.74 ",12/25/2020,Books,"Swaniawski, Runolfsson and Green",Ilsa Kob,Jocelyn Laurentino,PC,63-0019978
232,Sweden,EUR,"  250,315.06 ","  31,489.63 ","  218,825.43 ",12/25/2020,Beauty,McGlynn-Prosacco,Maxie Marrow,Alyosha Meah,PC,36-2366573
392,France,EUR,"  47,680.20 ","  7,104.35 ","  40,575.85 ",12/25/2020,Clothing,Dibbert Inc,Othello Bowes,Crysta Halls,PC,11-6024248
846,Portugal,EUR,"  79,288.03 ","  10,751.46 ","  68,536.57 ",12/25/2020,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,95-4281933
490,Portugal,EUR,"  194,326.70 ","  25,320.77 ","  169,005.93 ",12/25/2020,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,42-5303223
288,France,EUR,"  219,911.81 ","  40,485.76 ","  179,426.05 ",12/25/2020,Clothing,Smith Group,Othello Bowes,Crysta Halls,PC,99-3971751
574,Ireland,EUR,"  117,288.29 ","  22,742.20 ","  94,546.09 ",12/25/2020,Clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,42-2477150
775,Germany,EUR,"  180,519.86 ","  34,551.50 ","  145,968.36 ",12/25/2020,Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,PC,86-6107692
878,Sweden,EUR,"  161,192.45 ","  25,226.62 ","  135,965.83 ",7/4/2020,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,24-2442637
165,France,EUR,"  254,021.98 ","  48,416.59 ","  205,605.39 ",7/3/2020,Clothing,McGlynn-Prosacco,Othello Bowes,Maighdiln Upcraft,PC,52-3693331
340,Ireland,EUR,"  271,465.15 ","  53,505.78 ","  217,959.37 ",7/3/2020,Electronics,Corwin and Sons,Glenine Suttaby,Bunnie Tonbridge,Mobile,44-9239029
735,France,EUR,"  117,538.82 ","  16,819.80 ","  100,719.02 ",7/3/2020,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,12-1257338
470,Portugal,EUR,"  242,192.19 ","  29,087.28 ","  213,104.91 ",7/2/2020,Accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,PC,96-7618409
568,Portugal,EUR,"  147,895.45 ","  27,478.97 ","  120,416.48 ",7/1/2020,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile,17-1884075
613,France,EUR,"  238,850.25 ","  39,243.10 ","  199,607.15 ",6/30/2020,Appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,PC,19-9649739
722,France,EUR,"  214,615.79 ","  36,978.30 ","  177,637.49 ",6/30/2020,Games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,PC,17-5553034
502,France,EUR,"  197,471.10 ","  34,893.14 ","  162,577.96 ",6/28/2020,Appliances,Johns and Sons,Othello Bowes,Crysta Halls,PC,59-5711012
954,Portugal,EUR,"  223,233.32 ","  44,133.23 ","  179,100.09 ",6/28/2020,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC,43-8355995
411,Portugal,EUR,"  187,874.45 ","  27,842.99 ","  160,031.46 ",6/26/2020,Accessories,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,91-8142232
804,France,EUR,"  195,214.72 ","  40,565.62 ","  154,649.10 ",6/26/2020,Books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,PC,92-3462655
929,France,EUR,"  203,604.46 ","  28,260.30 ","  175,344.16 ",6/26/2020,Electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106
32,Spain,EUR,"  221,745.05 ","  30,977.78 ","  190,767.27 ",6/25/2020,Appliances,Kirlin and Sons,Emalia Dinse,Bertha Walbrook,Mobile,72-7630507
412,Finland,EUR,"  41,675.01 ","  7,909.92 ","  33,765.09 ",6/25/2020,Beauty,"Hamill, Kulas and Roob",Hube Corey,Wat Bowkley,PC,75-5380350
523,Portugal,EUR,"  119,409.43 ","  16,753.14 ","  102,656.29 ",6/25/2020,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,PC,02-9253490
84,Portugal,EUR,"  183,363.60 ","  28,329.68 ","  155,033.92 ",6/24/2020,Smartphones,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,87-6162387
727,France,EUR,"  186,209.44 ","  37,390.86 ","  148,818.58 ",6/24/2020,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438
794,Sweden,EUR,"  176,473.32 ","  37,059.40 ","  139,413.92 ",6/22/2020,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,PC,00-7031798
218,Italy,EUR,"  163,203.64 ","  22,309.94 ","  140,893.70 ",6/21/2020,Smartphones,"Swaniawski, Runolfsson and Green",Piggy Roscrigg,Joshua Prevost,PC,37-0857161
951,France,EUR,"  96,795.99 ","  15,400.24 ","  81,395.75 ",6/21/2020,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,PC,32-3124563
712,Finland,EUR,"  204,138.34 ","  38,520.90 ","  165,617.44 ",6/20/2020,Clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877
925,France,EUR,"  212,521.26 ","  40,506.55 ","  172,014.71 ",6/20/2020,Books,Johns and Sons,Othello Bowes,Crysta Halls,PC,43-7357498
987,France,EUR,"  232,217.05 ","  40,777.31 ","  191,439.74 ",6/20/2020,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792
323,Portugal,EUR,"  59,691.71 ","  10,452.02 ","  49,239.69 ",6/17/2020,Other,Walter LLC,Celine Tumasian,Hortense Gerring,PC,60-6055725
851,France,EUR,"  65,254.50 ","  11,334.71 ","  53,919.79 ",6/17/2020,Games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,91-6673445
216,France,EUR,"  119,820.82 ","  21,531.80 ","  98,289.02 ",6/16/2020,Appliances,Considine-Fisher,Othello Bowes,Amelina Piscopiello,PC,82-2972108
304,Sweden,EUR,"  204,484.61 ","  27,176.00 ","  177,308.61 ",6/16/2020,Games,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,Tablet,71-4782689
160,Sweden,EUR,"  159,793.46 ","  20,613.36 ","  139,180.10 ",6/15/2020,Smartphones,"Swaniawski, Runolfsson and Green",Maxie Marrow,Alyosha Meah,Tablet,98-2574776
265,France,EUR,"  79,833.60 ","  16,421.77 ","  63,411.83 ",6/15/2020,Appliances,McGlynn-Bergstrom,Othello Bowes,Avrit Chanders,PC,86-6760202
752,France,EUR,"  184,221.20 ","  33,896.70 ","  150,324.50 ",6/15/2020,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,70-3373325
915,Sweden,EUR,"  69,626.39 ","  12,330.83 ","  57,295.56 ",6/15/2020,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,PC,06-2196763
842,Sweden,EUR,"  138,443.23 ","  23,341.53 ","  115,101.70 ",6/14/2020,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677
930,Sweden,EUR,"  251,587.20 ","  49,738.79 ","  201,848.41 ",6/14/2020,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360
38,UK,GBP,"  124,414.74 ","  25,455.26 ","  98,959.48 ",6/13/2020,Outdoors,Labadie and Sons,Jessamine Apark,Winny Agnolo,PC,96-0180648
949,UK,GBP,"  96,358.45 ","  15,658.25 ","  80,700.20 ",6/12/2020,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,PC,75-7848944
75,Portugal,EUR,"  294,472.77 ","  38,899.85 ","  255,572.92 ",6/11/2020,Smartphones,Gislason-Stanton,Celine Tumasian,Smitty Culverhouse,Tablet,84-5310661
91,Portugal,EUR,"  55,132.39 ","  8,010.74 ","  47,121.65 ",6/11/2020,Clothing,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,PC,97-8712680
353,Sweden,EUR,"  126,682.79 ","  20,167.90 ","  106,514.89 ",6/11/2020,Smartphones,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,57-1931933
